customer_id,total_orders,customer_status
9ef432eb6251297304e76186b10a928d,1,Churned
b0830fb4747a6c6d20dea0b8c802d7ef,1,Churned
41ce2a54c0b03bf3443c3d931a367089,1,Churned
f88197465ea7920adcdbec7375364d82,1,Churned
8ab97904e6daea8866dbdbc4fb7aad2c,1,Churned
503740e9ca751ccdda7ba28e9ab8f608,1,Churned
9bdf08b4b3b52b5526ff42d37d47f222,1,Churned
f54a9f0e6b351c431402b8461ea51999,1,Churned
31ad1d1b63eb9962463f764d4e6e0c9d,1,Churned
494dded5b201313c64ed7f100595b95c,1,Churned
7711cf624183d843aafe81855097bc37,1,Churned
d3e3b74c766bc6214e0c830b17ee2341,1,Churned
19402a48fe860416adf93348aba37740,1,Churned
3df704f53d3f1d4818840b34ec672a9f,1,Churned
3b6828a50ffe546942b7a473d70ac0fc,1,Churned
738b086814c6fcc74b8cc583f8516ee3,1,Churned
3187789bec990987628d7a9beb4dd6ac,1,Churned
059f7fc5719c7da6cbafe370971a8d70,1,Churned
7f8c8b9c2ae27bf3300f670c3d478be8,1,Churned
d2b091571da224a1b36412c18bc3bbfe,1,Churned
4fa1cd166fa598be6de80fa84eaade43,1,Churned
72ae281627a6102d9b3718528b420f8a,1,Churned
a166da34890074091a942054b36e4265,1,Churned
62b423aab58096ca514ba6aa06be2f98,1,Churned
3a874b4d4c4b6543206ff5d89287f0c3,1,Churned
7e20bf5ca92da68200643bda76c504c6,1,Churned
8b212b9525f9e74e85e37ed6df37693e,1,Churned
cce89a605105b148387c52e286ac8335,1,Churned
761df82feda9778854c6dafdaeb567e4,1,Churned
456dc10730fbdba34615447ea195d643,1,Churned
52142aa69d8d0e1247ab0cada0f76023,1,Churned
816f8653d5361cbf94e58c33f2502a5c,1,Churned
d9ef95f98d8da3b492bb8c0447910498,1,Churned
cf8ffeddf027932e51e4eae73b384059,1,Churned
5f16605299d698660e0606f7eae2d2f9,1,Churned
f5458ddc3545711efa883dd7ae7c4497,1,Churned
295ae9b35379e077273387ff64354b6f,1,Churned
2a1dfb647f32f4390e7b857c67458536,1,Churned
3391c4bc11a817e7973e498b0b023158,1,Churned
ddaff536587109b89777e0353215e150,1,Churned
c7340080e394356141681bd4c9b8fe31,1,Churned
8644be24d48806bc3a88fd59fb47ceb1,1,Churned
756fb9391752dad934e0fe3733378e57,1,Churned
4f28355e5c17a4a42d3ce2439a1d4501,1,Churned
569cf68214806a39acc0f39344aea67f,1,Churned
12fd2740039676063a874b9567dfa651,1,Churned
2b56e94c2f66f2d97cfa63356f69cee8,1,Churned
7f2178c5d771e17f507d3c1637339298,1,Churned
9b18f3fc296990b97854e351334a32f6,1,Churned
148348ff65384b4249b762579532e248,1,Churned
79183cd650e2bb0d475b0067d45946ac,1,Churned
f5afca14dfa9dc64251cf2b45c54c363,1,Churned
f178c1827f67a8467b0385b7378d951a,1,Churned
67407057a7d5ee17d1cd09523f484d13,1,Churned
2932d241d1f31e6df6c701d52370ae02,1,Churned
684fa6da5134b9e4dab731e00011712d,1,Churned
911e4c37f5cafe1604fe6767034bf1ae,1,Churned
241e78de29b3090cfa1b5d73a8130c72,1,Churned
4632eb5a8f175f6fe020520ae0c678f3,1,Churned
dd5095632e3953fc0947b8ab5176b0be,1,Churned
9916715c2ab6ee1710c9c32f0a534ad2,1,Churned
c77ee2d8ba1614a4d489a44166894938,1,Churned
81e08b08e5ed4472008030d70327c71f,1,Churned
5dda11942d4f77bee3a46d71e442aec4,1,Churned
74805bc388861fa350ed2fade8444e0b,1,Churned
4afc1dcca5fe8926fc97d60a4497f8ab,1,Churned
be8c14c16a4d47194ccdfe10f1fc5b1a,1,Churned
a9d37ddc8ba4d9f6dbac7d8ec378cc95,1,Churned
bb2f5e670f7155dc622c57e4b31d0a69,1,Churned
55e6b290205c84ddd23ddf5eb134efd4,1,Churned
f5618502bee8eafdee72fb6955e2ebdf,1,Churned
a90391a47de936d56c66a5366cba1462,1,Churned
388025bec8128ff20ec1a316ed4dcf02,1,Churned
afb19a4b667cb708caab312757ec3d3f,1,Churned
636e15840ab051faa13d3f781b6e4233,1,Churned
05e996469a2bf9559c7122b87e156724,1,Churned
5bb39c890c91b1d26801aa19a9336eac,1,Churned
f26a435864aebedff7f7c84f82ee229f,1,Churned
29cb486c739f9774c8eb542e07b56cd2,1,Churned
bf141bf67fbe428d558bcf0e018eab60,1,Churned
b673f0597cb0c4d12778f731045f361a,1,Churned
6772a0a230a2667d16c3620f000e1348,1,Churned
9f6618c17568ac301465fe7ad056c674,1,Churned
fee181bf648906d1c57f84f216976286,1,Churned
df9b032b2ad0fd6bf37dfb48e5f83845,1,Churned
93ada7a24817edda9f4ab998fa823d16,1,Churned
64fb950e760ec8b0db79154a1fa9c1bf,1,Churned
48558a50a7ba1aab61891936d2ca7681,1,Churned
3a897024068ed42a183de61d5727d866,1,Churned
8628fac2267e8c8804525da99c10ed0e,1,Churned
332df68ccac2f2f7d9e11299188f8bce,1,Churned
e28dd4261bed9c7ba89ecaf411b88f7c,1,Churned
82f0b75bb50fcb30711e5277e36b3983,1,Churned
3135962ee745ef39b85576df7ddbaa99,1,Churned
1833a0540067becaf59368fe4cd4303a,1,Churned
68451b39b1314302c08c65a29f1140fc,1,Churned
0bf19317b1830a69e55b40710576aa7a,1,Churned
c622b892a190735ef81c0087973fa16d,1,Churned
2c3642e1392097fb4af76a76fec16a46,1,Churned
fb9590a1e30e0ba8304ea73a31325797,1,Churned
ef15b3240b2083e0487762ee2978d2b8,1,Churned
9a4900710ff76d73cb3a0d152e73adf0,1,Churned
c39bde0d4030d5e31e654f0c20db9786,1,Churned
48f239e15744ed5e7ffbafc6bb6e882b,1,Churned
803ac05904124294f8767894d6da532b,1,Churned
dd854e24b40e3bc2b306946dee252015,1,Churned
b896b244963dc7543d400ad82d6710e0,1,Churned
d4faa220408c20e53595d2950f361f3b,1,Churned
65ee4aa816cda8ad41e05c75e1cb691e,1,Churned
a4a2abd07b1cdd4902cf245cdfa1451d,1,Churned
2b47ff70d422cc3ada976dea40f48782,1,Churned
fc849c5fbc7e2b0c7cfebc138886c693,1,Churned
c69f8b33e62ecb30ff78ae46d7fb9241,1,Churned
e8a332c3433fbd37920ec89fc295d075,1,Churned
68c85132eb3b96fbe6cbddc09a568d24,1,Churned
57ee2ef64f17a5f9a4bf30489b06326c,1,Churned
a78b75a2ad06180de06b82857ca442b3,1,Churned
cc3590e4afbb4b3e056b50a80a6a7d0c,1,Churned
fac60d7c4df3896a5af5db6c91e03797,1,Churned
6454e6cba392b35aa21527063026fc92,1,Churned
4c9c7c2b6de6ee2568681b5599bb7495,1,Churned
b53cc3c992caaa45ec73cfdde4d839b5,1,Churned
818596f5b68adfe2c11498ebb6d39e02,1,Churned
d0e71d7a6dbca8ac513ac63d08a81fa0,1,Churned
61449fa1b8b8998c9c3f3a7f0ae954ef,1,Churned
9c338ea8093192e203bc16add78c123c,1,Churned
2e068340b3037f667ce3224bd59260af,1,Churned
228da462edabbbc68e6d265087499705,1,Churned
df5c9e02596851fcbfc98804e4108bbd,1,Churned
62ffae18a7ca4b2e681c6296180ae346,1,Churned
b80feb27fb4955a21bca55fdb039af17,1,Churned
6feea03756fd7ef4fb37d8f7e44aaeb9,1,Churned
4924a47e8cd5630b3564e26fac55c5ec,1,Churned
d68901955dc622165460ba6cb4ac49f3,1,Churned
e42998ccffc48dc87bf70b37e2d61f33,1,Churned
9a80c8377644236e27f59e83862f1ae2,1,Churned
4fd75fb5ef1f01c7585bf746092a1544,1,Churned
167b9485947ed0a354a3f8dad04eb199,1,Churned
fa5c31ea5a141cb29a683b6420f2693a,1,Churned
35ec6c1ca9e5844c5ca94214cce16dca,1,Churned
83257fb6f3a1edd3a75464178aa3f382,1,Churned
7d986867cfcd083f25ad4f692bd2df06,1,Churned
b60550c21000f91484c7d2aa2b8c522e,1,Churned
d19f254a07da73a055409256e9bfe40a,1,Churned
7251aa758779438faea714941f1051c4,1,Churned
2d8748fb35d51c2fd273ee67fff78b7a,1,Churned
86ff82570097f39b2193254f540e4a69,1,Churned
15bea20cd005ed59d34db54c6b32ec98,1,Churned
0489975a325480c9e385e9f135bb13c3,1,Churned
85aa7dc7ea24c96b5ac7864f13922495,1,Churned
38ccd077e65d89b8a720be73bfaa9c6f,1,Churned
9e3a06f863456c3934b9d26037c119cd,1,Churned
d006bd8339ac9891923132af6408f557,1,Churned
3b9388d1014c8090f77595c5e9f2ce94,1,Churned
c572fd6cdd98e87ea2bc433b6da21078,1,Churned
6968ea6ff6368619de4d031a15d5c9a6,1,Churned
5883f965ac70043c2e908c3657c5d548,1,Churned
8ed14e450a6268ec13f325e7c2eafeed,1,Churned
3a017955f82b5bf61bb51aec865a01ca,1,Churned
078d86e7bf40b188f0e5ed6d866c21c4,1,Churned
22eb8142d6313bab19fa6c657170ae6b,1,Churned
a559b10d4f093640a0ed4693ce16ed02,1,Churned
c1ddb7521d14db9071dccad0a94305c2,1,Churned
d0e6cb83a3fc27f56be011b2941f54c6,1,Churned
2528510465c7572dedee4431a7d52e08,1,Churned
330ca6b207006779da875ef48faef608,1,Churned
819b0aa9b717f6d78c0f72211bafebe3,1,Churned
d68585c54450af4bfc04cc6cccbcd607,1,Churned
f7398fc942c8fa80e5419ae52e49f7fb,1,Churned
a2cb2bc236e62cf807925d6cecc245c6,1,Churned
eecf2b94cdbe9ef6245fabb5e091c987,1,Churned
0a11cb0fb65032da800b780afcc1a1b7,1,Churned
a8331c35b57d8fe09e8df1c06509de29,1,Churned
e1862648f338ecaf4242e8e2b59126ca,1,Churned
ee8e1d37f563ecc11cc4dcb4dfd794c2,1,Churned
fbfba770bf13f470f63d1854a765a2d3,1,Churned
cf9e2b07f78cce347089900f49fb4746,1,Churned
de62761e79f4ae4169cab45ed5f36026,1,Churned
d4cd9729eeca5306a2c039fe6e55601e,1,Churned
0b9e85491c194a97516c87f30a93abfa,1,Churned
a51b373c427132a77b112ca10f502c4f,1,Churned
3c628393675b42c6b5ef89461f68ecef,1,Churned
13fd7ce9f08449dec2533119379a2527,1,Churned
328d7a69cb9cbaf088eed3ed778804bb,1,Churned
8d3d362741da05c706eb55001bdfa1b9,1,Churned
0f5b40f9925b49675464fb74869c6547,1,Churned
aa601b3c45980c0918042d5ca7a25054,1,Churned
243ee97e01766bf68c3e30f0fe572490,1,Churned
525125633cfc0f64d4a991240953f2b5,1,Churned
9e5ce657315b2bdb94033a494041ac25,1,Churned
a338f42b6e47cb49d5c5128a348b76ba,1,Churned
b7ee9b824b4a83b389379ac70585bf3b,1,Churned
56dfafb543cfa4c2edcc08b9b2c5f0c6,1,Churned
1755fad7863475346bc6c3773fe055d3,1,Churned
5e320e6a4f03e2e74bc22e1158237fbe,1,Churned
1690401c1e48c9526a79e72ba8c069a2,1,Churned
5232c22d7ed2b631db6b2cab74b2c5f2,1,Churned
5a771152dd93d31af819d708942afec6,1,Churned
597950088114c1a9e2b27459051f40ff,1,Churned
be0db8a12224c280772baf2ccb468e5e,1,Churned
fe4b93d8b5d38fc72f20a95f93511cae,1,Churned
e4a32f8f3648818820a821cd577ccdba,1,Churned
7df71d1652cfba8b2a70cf665c960f74,1,Churned
